	Initial generation
Global best:  	Position: (-1.2790, -2.2955) 	 | Velocity :(0.0000, 0.0000) 	 | Fitness: -35.755035 
Particle 16 	Position: (-1.6356, -1.1097) 	 | Velocity :(0.4042, -1.1185) 	 | Fitness: -43.429633
Particle 17 	Position: (-1.2963, 0.3040) 	 | Velocity :(0.0095, 0.1187) 	 | Fitness: -14.807639
Particle 18 	Position: (-2.4631, -2.2288) 	 | Velocity :(-1.1587, -0.8481) 	 | Fitness: -24.436536
Particle 19 	Position: (-2.4755, -2.5861) 	 | Velocity :(-0.0742, -0.1809) 	 | Fitness: -15.817165


Global best:  	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805 

Particles best: 

Particle 0 	Position: (-1.5333, -1.2130) 	 | Velocity :(-0.7090, 2.2800) 	 | Fitness: -44.576792
Particle 1 	Position: (-1.4153, -1.3500) 	 | Velocity :(1.5244, -0.3873) 	 | Fitness: -45.265762
Particle 2 	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805
Particle 3 	Position: (-1.4438, -1.6857) 	 | Velocity :(0.0591, 1.5051) 	 | Fitness: -44.707619
Particle 4 	Position: (-1.3196, -1.5022) 	 | Velocity :(0.9188, -0.3475) 	 | Fitness: -45.158561
Particle 5 	Position: (-1.6569, -1.9206) 	 | Velocity :(-1.4042, 3.0794) 	 | Fitness: -41.959445
Particle 6 	Position: (-1.4825, -1.4104) 	 | Velocity :(-4.5687, 1.9499) 	 | Fitness: -45.394620
Particle 7 	Position: (-1.6373, -1.3868) 	 | Velocity :(-0.4124, 0.1129) 	 | Fitness: -44.918887
Particle 8 	Position: (-1.7394, -1.5615) 	 | Velocity :(-0.4339, 1.8674) 	 | Fitness: -44.181038
Particle 9 	Position: (-1.4858, -1.6653) 	 | Velocity :(0.0205, 1.6371) 	 | Fitness: -44.817353
Particle 10 	Position: (-1.4472, -1.3318) 	 | Velocity :(-0.1409, -0.1933) 	 | Fitness: -45.230553
Particle 11 	Position: (-1.4633, -1.5566) 	 | Velocity :(0.3864, -1.5135) 	 | Fitness: -45.288861
Particle 12 	Position: (-1.4748, -1.4346) 	 | Velocity :(0.0574, -0.2627) 	 | Fitness: -45.420298
Particle 13 	Position: (-1.3505, -1.2283) 	 | Velocity :(-5.1803, -4.5846) 	 | Fitness: -44.611247
Particle 14 	Position: (-1.4104, -1.7069) 	 | Velocity :(-0.6101, -1.7499) 	 | Fitness: -44.545013
Particle 15 	Position: (-1.5373, -1.5645) 	 | Velocity :(0.1232, 0.4112) 	 | Fitness: -45.174514
Particle 16 	Position: (-1.5033, -1.5213) 	 | Velocity :(1.5505, -4.1133) 	 | Fitness: -45.338075
Particle 17 	Position: (-1.4914, -1.9235) 	 | Velocity :(0.2309, 2.6239) 	 | Fitness: -42.458550
Particle 18 	Position: (-1.3045, -1.3807) 	 | Velocity :(-1.2404, -0.9274) 	 | Fitness: -45.060159
Particle 19 	Position: (-1.1538, -1.4902) 	 | Velocity :(2.1348, 2.2492) 	 | Fitness: -44.224348


	Generation:  14
Particle 0 	Position: (-2.1536, 0.7682) 	 | Velocity :(-0.1460, 0.4638) 	 | Fitness: 1.725878
Particle 1 	Position: (-0.9465, -1.5585) 	 | Velocity :(-1.2564, 0.4377) 	 | Fitness: -41.957343
Particle 2 	Position: (-1.1075, -1.1605) 	 | Velocity :(0.8439, 0.7688) 	 | Fitness: -42.716415
Particle 3 	Position: (-1.4604, -1.6049) 	 | Velocity :(-0.0386, -1.0290) 	 | Fitness: -45.124628
Particle 4 	Position: (-1.3548, -1.4871) 	 | Velocity :(0.2362, -0.0883) 	 | Fitness: -45.284779
Particle 5 	Position: (-0.9327, -2.3243) 	 | Velocity :(0.7881, -1.7330) 	 | Fitness: -32.042298
Particle 6 	Position: (-1.4290, -1.3900) 	 | Velocity :(-1.0336, 0.5216) 	 | Fitness: -45.367470
Particle 7 	Position: (-1.8636, -1.3468) 	 | Velocity :(-0.2263, 0.0401) 	 | Fitness: -43.024306
Particle 8 	Position: (-1.3135, -2.5675) 	 | Velocity :(-0.1828, 0.5251) 	 | Fitness: -29.436132
Particle 9 	Position: (-1.4686, -1.5508) 	 | Velocity :(0.0089, 1.2463) 	 | Fitness: -45.302897
Particle 10 	Position: (-1.5612, -1.5160) 	 | Velocity :(-0.1140, -0.1842) 	 | Fitness: -45.225671
Particle 11 	Position: (-1.3535, -1.9024) 	 | Velocity :(-0.0924, 0.3183) 	 | Fitness: -42.599327
Particle 12 	Position: (-1.3805, -1.7628) 	 | Velocity :(0.0251, -0.0725) 	 | Fitness: -44.075733
Particle 13 	Position: (-1.0747, -1.1384) 	 | Velocity :(-0.7558, -0.9851) 	 | Fitness: -42.235107
Particle 14 	Position: (-1.6506, -2.1096) 	 | Velocity :(-0.7293, -2.1000) 	 | Fitness: -39.203278
Particle 15 	Position: (-1.4558, -1.5052) 	 | Velocity :(-0.1247, -0.3434) 	 | Fitness: -45.396087
Particle 16 	Position: (-1.2520, -2.1869) 	 | Velocity :(0.3837, -1.0773) 	 | Fitness: -37.792964
Particle 17 	Position: (-1.3810, -0.6457) 	 | Velocity :(-0.0847, -0.9497) 	 | Fitness: -37.270784
Particle 18 	Position: (-3.1579, -2.7361) 	 | Velocity :(-0.6948, -0.5073) 	 | Fitness: 8.005773
Particle 19 	Position: (-0.9481, -1.1907) 	 | Velocity :(1.5274, 1.3954) 	 | Fitness: -41.206659


Global best:  	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805 

Particles best: 

Particle 0 	Position: (-1.5333, -1.2130) 	 | Velocity :(-0.7090, 2.2800) 	 | Fitness: -44.576792
Particle 1 	Position: (-1.4153, -1.3500) 	 | Velocity :(1.5244, -0.3873) 	 | Fitness: -45.265762
Particle 2 	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805
Particle 3 	Position: (-1.4604, -1.6049) 	 | Velocity :(-0.0386, -1.0290) 	 | Fitness: -45.124628
Particle 4 	Position: (-1.3548, -1.4871) 	 | Velocity :(0.2362, -0.0883) 	 | Fitness: -45.284779
Particle 5 	Position: (-1.6569, -1.9206) 	 | Velocity :(-1.4042, 3.0794) 	 | Fitness: -41.959445
Particle 6 	Position: (-1.4825, -1.4104) 	 | Velocity :(-4.5687, 1.9499) 	 | Fitness: -45.394620
Particle 7 	Position: (-1.6373, -1.3868) 	 | Velocity :(-0.4124, 0.1129) 	 | Fitness: -44.918887
Particle 8 	Position: (-1.7394, -1.5615) 	 | Velocity :(-0.4339, 1.8674) 	 | Fitness: -44.181038
Particle 9 	Position: (-1.4686, -1.5508) 	 | Velocity :(0.0089, 1.2463) 	 | Fitness: -45.302897
Particle 10 	Position: (-1.4472, -1.3318) 	 | Velocity :(-0.1409, -0.1933) 	 | Fitness: -45.230553
Particle 11 	Position: (-1.4633, -1.5566) 	 | Velocity :(0.3864, -1.5135) 	 | Fitness: -45.288861
Particle 12 	Position: (-1.4748, -1.4346) 	 | Velocity :(0.0574, -0.2627) 	 | Fitness: -45.420298
Particle 13 	Position: (-1.3505, -1.2283) 	 | Velocity :(-5.1803, -4.5846) 	 | Fitness: -44.611247
Particle 14 	Position: (-1.4104, -1.7069) 	 | Velocity :(-0.6101, -1.7499) 	 | Fitness: -44.545013
Particle 15 	Position: (-1.4558, -1.5052) 	 | Velocity :(-0.1247, -0.3434) 	 | Fitness: -45.396087
Particle 16 	Position: (-1.5033, -1.5213) 	 | Velocity :(1.5505, -4.1133) 	 | Fitness: -45.338075
Particle 17 	Position: (-1.4914, -1.9235) 	 | Velocity :(0.2309, 2.6239) 	 | Fitness: -42.458550
Particle 18 	Position: (-1.3045, -1.3807) 	 | Velocity :(-1.2404, -0.9274) 	 | Fitness: -45.060159
Particle 19 	Position: (-1.1538, -1.4902) 	 | Velocity :(2.1348, 2.2492) 	 | Fitness: -44.224348


	Generation:  15
Particle 0 	Position: (-1.7986, -0.3685) 	 | Velocity :(0.3550, -1.1367) 	 | Fitness: -29.988313
Particle 1 	Position: (-2.2787, -1.1285) 	 | Velocity :(-1.3322, 0.4300) 	 | Fitness: -35.122192
Particle 2 	Position: (-0.6717, -0.7635) 	 | Velocity :(0.4358, 0.3970) 	 | Fitness: -31.810348
Particle 3 	Position: (-1.4897, -2.3970) 	 | Velocity :(-0.0293, -0.7920) 	 | Fitness: -33.895007
Particle 4 	Position: (-1.2275, -1.5507) 	 | Velocity :(0.1273, -0.0636) 	 | Fitness: -44.625052
Particle 5 	Position: (-1.0019, -2.9751) 	 | Velocity :(-0.0692, -0.6509) 	 | Fitness: -15.350363
Particle 6 	Position: (-2.2958, -1.0310) 	 | Velocity :(-0.8669, 0.3590) 	 | Fitness: -33.823170
Particle 7 	Position: (-1.8443, -1.3746) 	 | Velocity :(0.0193, -0.0278) 	 | Fitness: -43.300187
Particle 8 	Position: (-1.7835, -0.9234) 	 | Velocity :(-0.4700, 1.6441) 	 | Fitness: -40.344551
Particle 9 	Position: (-1.4586, -0.5394) 	 | Velocity :(0.0100, 1.0113) 	 | Fitness: -35.265342
Particle 10 	Position: (-1.5499, -1.6070) 	 | Velocity :(0.0114, -0.0911) 	 | Fitness: -44.993415
Particle 11 	Position: (-1.5249, -1.2764) 	 | Velocity :(-0.1714, 0.6260) 	 | Fitness: -44.943300
Particle 12 	Position: (-1.4684, -1.4081) 	 | Velocity :(-0.0879, 0.3548) 	 | Fitness: -45.399930
Particle 13 	Position: (-1.8185, -2.0056) 	 | Velocity :(-0.7437, -0.8671) 	 | Fitness: -39.582075
Particle 14 	Position: (-2.1372, -3.5720) 	 | Velocity :(-0.4866, -1.4624) 	 | Fitness: 6.661949
Particle 15 	Position: (-1.5536, -1.7529) 	 | Velocity :(-0.0978, -0.2477) 	 | Fitness: -44.096578
Particle 16 	Position: (-1.3380, -1.8084) 	 | Velocity :(-0.0860, 0.3785) 	 | Fitness: -43.562287
Particle 17 	Position: (-1.5458, -2.5227) 	 | Velocity :(-0.1647, -1.8770) 	 | Fitness: -30.741961
Particle 18 	Position: (-2.4356, -2.2004) 	 | Velocity :(0.7223, 0.5357) 	 | Fitness: -25.650862
Particle 19 	Position: (-0.2709, -0.4910) 	 | Velocity :(0.6771, 0.6997) 	 | Fitness: -18.164896


Global best:  	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805 

Particles best: 

Particle 0 	Position: (-1.5333, -1.2130) 	 | Velocity :(-0.7090, 2.2800) 	 | Fitness: -44.576792
Particle 1 	Position: (-1.4153, -1.3500) 	 | Velocity :(1.5244, -0.3873) 	 | Fitness: -45.265762
Particle 2 	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805
Particle 3 	Position: (-1.4604, -1.6049) 	 | Velocity :(-0.0386, -1.0290) 	 | Fitness: -45.124628
Particle 4 	Position: (-1.3548, -1.4871) 	 | Velocity :(0.2362, -0.0883) 	 | Fitness: -45.284779
Particle 5 	Position: (-1.6569, -1.9206) 	 | Velocity :(-1.4042, 3.0794) 	 | Fitness: -41.959445
Particle 6 	Position: (-1.4825, -1.4104) 	 | Velocity :(-4.5687, 1.9499) 	 | Fitness: -45.394620
Particle 7 	Position: (-1.6373, -1.3868) 	 | Velocity :(-0.4124, 0.1129) 	 | Fitness: -44.918887
Particle 8 	Position: (-1.7394, -1.5615) 	 | Velocity :(-0.4339, 1.8674) 	 | Fitness: -44.181038
Particle 9 	Position: (-1.4686, -1.5508) 	 | Velocity :(0.0089, 1.2463) 	 | Fitness: -45.302897
Particle 10 	Position: (-1.4472, -1.3318) 	 | Velocity :(-0.1409, -0.1933) 	 | Fitness: -45.230553
Particle 11 	Position: (-1.4633, -1.5566) 	 | Velocity :(0.3864, -1.5135) 	 | Fitness: -45.288861
Particle 12 	Position: (-1.4748, -1.4346) 	 | Velocity :(0.0574, -0.2627) 	 | Fitness: -45.420298
Particle 13 	Position: (-1.3505, -1.2283) 	 | Velocity :(-5.1803, -4.5846) 	 | Fitness: -44.611247
Particle 14 	Position: (-1.4104, -1.7069) 	 | Velocity :(-0.6101, -1.7499) 	 | Fitness: -44.545013
Particle 15 	Position: (-1.4558, -1.5052) 	 | Velocity :(-0.1247, -0.3434) 	 | Fitness: -45.396087
Particle 16 	Position: (-1.5033, -1.5213) 	 | Velocity :(1.5505, -4.1133) 	 | Fitness: -45.338075
Particle 17 	Position: (-1.4914, -1.9235) 	 | Velocity :(0.2309, 2.6239) 	 | Fitness: -42.458550
Particle 18 	Position: (-1.3045, -1.3807) 	 | Velocity :(-1.2404, -0.9274) 	 | Fitness: -45.060159
Particle 19 	Position: (-1.1538, -1.4902) 	 | Velocity :(2.1348, 2.2492) 	 | Fitness: -44.224348


	Generation:  16
Particle 0 	Position: (-1.2767, -2.0401) 	 | Velocity :(0.5219, -1.6716) 	 | Fitness: -40.431516
Particle 1 	Position: (-3.1636, -0.8426) 	 | Velocity :(-0.8849, 0.2859) 	 | Fitness: -7.391614
Particle 2 	Position: (-0.9297, -0.9985) 	 | Velocity :(-0.2579, -0.2350) 	 | Fitness: -39.190479
Particle 3 	Position: (-1.5006, -2.7059) 	 | Velocity :(-0.0109, -0.3089) 	 | Fitness: -25.914610
Particle 4 	Position: (-1.3990, -1.5019) 	 | Velocity :(-0.1715, 0.0488) 	 | Fitness: -45.359816
Particle 5 	Position: (-1.9815, -1.1310) 	 | Velocity :(-0.9796, 1.8442) 	 | Fitness: -40.336101
Particle 6 	Position: (-1.8697, -1.3027) 	 | Velocity :(0.4261, -0.2718) 	 | Fitness: -42.805689
Particle 7 	Position: (-1.5015, -1.4654) 	 | Velocity :(0.3428, -0.0908) 	 | Fitness: -45.399354
Particle 8 	Position: (-2.0339, -0.1413) 	 | Velocity :(-0.2505, 0.7820) 	 | Fitness: -21.731758
Particle 9 	Position: (-1.4497, -0.1463) 	 | Velocity :(0.0089, 0.3931) 	 | Fitness: -26.337748
Particle 10 	Position: (-1.4410, -1.4771) 	 | Velocity :(0.1089, 0.1299) 	 | Fitness: -45.421746
Particle 11 	Position: (-1.6376, -0.8533) 	 | Velocity :(-0.1126, 0.4231) 	 | Fitness: -40.370213
Particle 12 	Position: (-1.5337, -1.1623) 	 | Velocity :(-0.0653, 0.2458) 	 | Fitness: -44.222387
Particle 13 	Position: (-1.9928, -2.0557) 	 | Velocity :(-0.1743, -0.0501) 	 | Fitness: -36.728405
Particle 14 	Position: (-1.2639, -1.1020) 	 | Velocity :(0.8733, 2.4700) 	 | Fitness: -43.322710
Particle 15 	Position: (-1.5982, -1.8620) 	 | Velocity :(-0.0446, -0.1091) 	 | Fitness: -42.916493
Particle 16 	Position: (-1.4454, -1.4013) 	 | Velocity :(-0.1074, 0.4072) 	 | Fitness: -45.392577
Particle 17 	Position: (-1.6152, -3.3265) 	 | Velocity :(-0.0694, -0.8038) 	 | Fitness: -6.705567
Particle 18 	Position: (-1.3162, -1.3761) 	 | Velocity :(1.1194, 0.8244) 	 | Fitness: -45.095831
Particle 19 	Position: (-1.1804, -1.2865) 	 | Velocity :(-0.9095, -0.7955) 	 | Fitness: -44.067026


Global best:  	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805 

Particles best: 

Particle 0 	Position: (-1.5333, -1.2130) 	 | Velocity :(-0.7090, 2.2800) 	 | Fitness: -44.576792
Particle 1 	Position: (-1.4153, -1.3500) 	 | Velocity :(1.5244, -0.3873) 	 | Fitness: -45.265762
Particle 2 	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805
Particle 3 	Position: (-1.4604, -1.6049) 	 | Velocity :(-0.0386, -1.0290) 	 | Fitness: -45.124628
Particle 4 	Position: (-1.3990, -1.5019) 	 | Velocity :(-0.1715, 0.0488) 	 | Fitness: -45.359816
Particle 5 	Position: (-1.6569, -1.9206) 	 | Velocity :(-1.4042, 3.0794) 	 | Fitness: -41.959445
Particle 6 	Position: (-1.4825, -1.4104) 	 | Velocity :(-4.5687, 1.9499) 	 | Fitness: -45.394620
Particle 7 	Position: (-1.5015, -1.4654) 	 | Velocity :(0.3428, -0.0908) 	 | Fitness: -45.399354
Particle 8 	Position: (-1.7394, -1.5615) 	 | Velocity :(-0.4339, 1.8674) 	 | Fitness: -44.181038
Particle 9 	Position: (-1.4686, -1.5508) 	 | Velocity :(0.0089, 1.2463) 	 | Fitness: -45.302897
Particle 10 	Position: (-1.4410, -1.4771) 	 | Velocity :(0.1089, 0.1299) 	 | Fitness: -45.421746
Particle 11 	Position: (-1.4633, -1.5566) 	 | Velocity :(0.3864, -1.5135) 	 | Fitness: -45.288861
Particle 12 	Position: (-1.4748, -1.4346) 	 | Velocity :(0.0574, -0.2627) 	 | Fitness: -45.420298
Particle 13 	Position: (-1.3505, -1.2283) 	 | Velocity :(-5.1803, -4.5846) 	 | Fitness: -44.611247
Particle 14 	Position: (-1.4104, -1.7069) 	 | Velocity :(-0.6101, -1.7499) 	 | Fitness: -44.545013
Particle 15 	Position: (-1.4558, -1.5052) 	 | Velocity :(-0.1247, -0.3434) 	 | Fitness: -45.396087
Particle 16 	Position: (-1.4454, -1.4013) 	 | Velocity :(-0.1074, 0.4072) 	 | Fitness: -45.392577
Particle 17 	Position: (-1.4914, -1.9235) 	 | Velocity :(0.2309, 2.6239) 	 | Fitness: -42.458550
Particle 18 	Position: (-1.3162, -1.3761) 	 | Velocity :(1.1194, 0.8244) 	 | Fitness: -45.095831
Particle 19 	Position: (-1.1538, -1.4902) 	 | Velocity :(2.1348, 2.2492) 	 | Fitness: -44.224348


	Generation:  17
Particle 0 	Position: (-1.0924, -2.6320) 	 | Velocity :(0.1843, -0.5919) 	 | Fitness: -26.268021
Particle 1 	Position: (-1.3655, -1.4958) 	 | Velocity :(1.7980, -0.6532) 	 | Fitness: -45.302772
Particle 2 	Position: (-2.0767, -2.0435) 	 | Velocity :(-1.1471, -1.0450) 	 | Fitness: -35.638028
Particle 3 	Position: (-1.4673, -1.8257) 	 | Velocity :(0.0333, 0.8802) 	 | Fitness: -43.572307
Particle 4 	Position: (-1.5648, -1.4492) 	 | Velocity :(-0.1658, 0.0527) 	 | Fitness: -45.266141
Particle 5 	Position: (-2.1140, -0.1667) 	 | Velocity :(-0.1325, 0.9643) 	 | Fitness: -21.052366
Particle 6 	Position: (-1.1172, -1.6770) 	 | Velocity :(0.7525, -0.3743) 	 | Fitness: -43.270379
Particle 7 	Position: (-1.1858, -1.5471) 	 | Velocity :(0.3158, -0.0818) 	 | Fitness: -44.362962
Particle 8 	Position: (-2.0762, -0.0329) 	 | Velocity :(-0.0423, 0.1085) 	 | Fitness: -18.384008
Particle 9 	Position: (-1.4471, -0.4910) 	 | Velocity :(0.0027, -0.3447) 	 | Fitness: -34.260711
Particle 10 	Position: (-1.3652, -1.3721) 	 | Velocity :(0.0758, 0.1050) 	 | Fitness: -45.235065
Particle 11 	Position: (-1.5858, -1.0691) 	 | Velocity :(0.0517, -0.2159) 	 | Fitness: -43.258893
Particle 12 	Position: (-1.5550, -1.1055) 	 | Velocity :(-0.0213, 0.0568) 	 | Fitness: -43.699074
Particle 13 	Position: (-1.5631, -1.4044) 	 | Velocity :(0.4297, 0.6513) 	 | Fitness: -45.238390
Particle 14 	Position: (-0.6858, 0.6207) 	 | Velocity :(0.5781, 1.7226) 	 | Fitness: -0.437668
Particle 15 	Position: (-1.4994, -1.5971) 	 | Velocity :(0.0988, 0.2649) 	 | Fitness: -45.128726
Particle 16 	Position: (-1.5346, -1.1053) 	 | Velocity :(-0.0892, 0.2960) 	 | Fitness: -43.746641
Particle 17 	Position: (-1.6332, -3.5439) 	 | Velocity :(-0.0180, -0.2174) 	 | Fitness: 0.064155
Particle 18 	Position: (-0.4758, -0.7566) 	 | Velocity :(0.8404, 0.6195) 	 | Fitness: -27.813899
Particle 19 	Position: (-2.1087, -2.0736) 	 | Velocity :(-0.9283, -0.7872) 	 | Fitness: -34.628800


Global best:  	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805 

Particles best: 

Particle 0 	Position: (-1.5333, -1.2130) 	 | Velocity :(-0.7090, 2.2800) 	 | Fitness: -44.576792
Particle 1 	Position: (-1.3655, -1.4958) 	 | Velocity :(1.7980, -0.6532) 	 | Fitness: -45.302772
Particle 2 	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805
Particle 3 	Position: (-1.4604, -1.6049) 	 | Velocity :(-0.0386, -1.0290) 	 | Fitness: -45.124628
Particle 4 	Position: (-1.3990, -1.5019) 	 | Velocity :(-0.1715, 0.0488) 	 | Fitness: -45.359816
Particle 5 	Position: (-1.6569, -1.9206) 	 | Velocity :(-1.4042, 3.0794) 	 | Fitness: -41.959445
Particle 6 	Position: (-1.4825, -1.4104) 	 | Velocity :(-4.5687, 1.9499) 	 | Fitness: -45.394620
Particle 7 	Position: (-1.5015, -1.4654) 	 | Velocity :(0.3428, -0.0908) 	 | Fitness: -45.399354
Particle 8 	Position: (-1.7394, -1.5615) 	 | Velocity :(-0.4339, 1.8674) 	 | Fitness: -44.181038
Particle 9 	Position: (-1.4686, -1.5508) 	 | Velocity :(0.0089, 1.2463) 	 | Fitness: -45.302897
Particle 10 	Position: (-1.4410, -1.4771) 	 | Velocity :(0.1089, 0.1299) 	 | Fitness: -45.421746
Particle 11 	Position: (-1.4633, -1.5566) 	 | Velocity :(0.3864, -1.5135) 	 | Fitness: -45.288861
Particle 12 	Position: (-1.4748, -1.4346) 	 | Velocity :(0.0574, -0.2627) 	 | Fitness: -45.420298
Particle 13 	Position: (-1.5631, -1.4044) 	 | Velocity :(0.4297, 0.6513) 	 | Fitness: -45.238390
Particle 14 	Position: (-1.4104, -1.7069) 	 | Velocity :(-0.6101, -1.7499) 	 | Fitness: -44.545013
Particle 15 	Position: (-1.4558, -1.5052) 	 | Velocity :(-0.1247, -0.3434) 	 | Fitness: -45.396087
Particle 16 	Position: (-1.4454, -1.4013) 	 | Velocity :(-0.1074, 0.4072) 	 | Fitness: -45.392577
Particle 17 	Position: (-1.4914, -1.9235) 	 | Velocity :(0.2309, 2.6239) 	 | Fitness: -42.458550
Particle 18 	Position: (-1.3162, -1.3761) 	 | Velocity :(1.1194, 0.8244) 	 | Fitness: -45.095831
Particle 19 	Position: (-1.1538, -1.4902) 	 | Velocity :(2.1348, 2.2492) 	 | Fitness: -44.224348


	Generation:  18
Particle 0 	Position: (-1.2553, -2.1082) 	 | Velocity :(-0.1629, 0.5238) 	 | Fitness: -39.221362
Particle 1 	Position: (0.0427, -2.0116) 	 | Velocity :(1.4083, -0.5158) 	 | Fitness: -17.493814
Particle 2 	Position: (-2.3281, -2.2725) 	 | Velocity :(-0.2513, -0.2290) 	 | Fitness: -26.678311
Particle 3 	Position: (-1.4272, -0.7525) 	 | Velocity :(0.0401, 1.0732) 	 | Fitness: -39.225447
Particle 4 	Position: (-1.5922, -1.4336) 	 | Velocity :(-0.0274, 0.0156) 	 | Fitness: -45.169105
Particle 5 	Position: (-1.5510, -1.0139) 	 | Velocity :(0.5630, -0.8472) 	 | Fitness: -42.783493
Particle 6 	Position: (-0.9129, -1.7377) 	 | Velocity :(0.2043, -0.0607) 	 | Fitness: -40.581527
Particle 7 	Position: (-1.0907, -1.5714) 	 | Velocity :(0.0950, -0.0243) 	 | Fitness: -43.514926
Particle 8 	Position: (-1.7072, -1.0873) 	 | Velocity :(0.3690, -1.0545) 	 | Fitness: -42.805414
Particle 9 	Position: (-1.4584, -1.8086) 	 | Velocity :(-0.0114, -1.3177) 	 | Fitness: -43.740435
Particle 10 	Position: (-1.3999, -1.4060) 	 | Velocity :(-0.0347, -0.0339) 	 | Fitness: -45.360553
Particle 11 	Position: (-1.3779, -1.7759) 	 | Velocity :(0.2079, -0.7068) 	 | Fitness: -43.959792
Particle 12 	Position: (-1.4251, -1.6156) 	 | Velocity :(0.1299, -0.5101) 	 | Fitness: -45.068820
Particle 13 	Position: (-1.1174, -0.9500) 	 | Velocity :(0.4457, 0.4544) 	 | Fitness: -40.657882
Particle 14 	Position: (-1.5359, -1.7969) 	 | Velocity :(-0.8501, -2.4175) 	 | Fitness: -43.760867
Particle 15 	Position: (-1.3559, -1.2214) 	 | Velocity :(0.1436, 0.3757) 	 | Fitness: -44.583756
Particle 16 	Position: (-1.5222, -1.2153) 	 | Velocity :(0.0124, -0.1101) 	 | Fitness: -44.613595
Particle 17 	Position: (-1.5261, -2.3257) 	 | Velocity :(0.1071, 1.2183) 	 | Fitness: -35.446612
Particle 18 	Position: (-0.6346, -0.8727) 	 | Velocity :(-0.1587, -0.1162) 	 | Fitness: -32.808275
Particle 19 	Position: (-2.0717, -2.1930) 	 | Velocity :(0.0370, -0.1194) 	 | Fitness: -33.142175


Global best:  	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805 

Particles best: 

Particle 0 	Position: (-1.5333, -1.2130) 	 | Velocity :(-0.7090, 2.2800) 	 | Fitness: -44.576792
Particle 1 	Position: (-1.3655, -1.4958) 	 | Velocity :(1.7980, -0.6532) 	 | Fitness: -45.302772
Particle 2 	Position: (-1.4537, -1.4759) 	 | Velocity :(1.4929, 1.3601) 	 | Fitness: -45.424805
Particle 3 	Position: (-1.4604, -1.6049) 	 | Velocity :(-0.0386, -1.0290) 	 | Fitness: -45.124628
Particle 4 	Position: (-1.3990, -1.5019) 	 | Velocity :(-0.1715, 0.0488) 	 | Fitness: -45.359816
Particle 5 	Position: (-1.5510, -1.0139) 	 | Velocity :(0.5630, -0.8472) 	 | Fitness: -42.783493
Particle 6 	Position: (-1.4825, -1.4104) 	 | Velocity :(-4.5687, 1.9499) 	 | Fitness: -45.394620
Particle 7 	Position: (-1.5015, -1.4654) 	 | Velocity :(0.3428, -0.0908) 	 | Fitness: -45.399354
Particle 8 	Position: (-1.7394, -1.5615) 	 | Velocity :(-0.4339, 1.8674) 	 | Fitness: -44.181038
Particle 9 	Position: (-1.4686, -1.5508) 	 | Velocity :(0.0089, 1.2463) 	 | Fitness: -45.302897
Particle 10 	Position: (-1.4410, -1.4771) 	 | Velocity :(0.1089, 0.1299) 	 | Fitness: -45.421746
Particle 11 	Position: (-1.4633, -1.5566) 	 | Velocity :(0.3864, -1.5135) 	 | Fitness: -45.288861
Particle 12 	Position: (-1.4748, -1.4346) 	 | Velocity :(0.0574, -0.2627) 	 | Fitness: -45.420298
Particle 13 	Position: (-1.5631, -1.4044) 	 | Velocity :(0.4297, 0.6513) 	 | Fitness: -45.238390
Particle 14 	Position: (-1.4104, -1.7069) 	 | Velocity :(-0.6101, -1.7499) 	 | Fitness: -44.545013
Particle 15 	Position: (-1.4558, -1.5052) 	 | Velocity :(-0.1247, -0.3434) 	 | Fitness: -45.396087
Particle 16 	Position: (-1.4454, -1.4013) 	 | Velocity :(-0.1074, 0.4072) 	 | Fitness: -45.392577
Particle 17 	Position: (-1.4914, -1.9235) 	 | Velocity :(0.2309, 2.6239) 	 | Fitness: -42.458550
Particle 18 	Position: (-1.3162, -1.3761) 	 | Velocity :(1.1194, 0.8244) 	 | Fitness: -45.095831
Particle 19 	Position: (-1.1538, -1.4902) 	 | Velocity :(2.1348, 2.2492) 	 | Fitness: -44.224348


	Generation:  19
Particle 0 	Position: (-1.6519, -0.8372) 	 | Velocity :(-0.3967, 1.2710) 	 | Fitness: -40.057922
Particle 1 	Position: (-1.1078, -1.6014) 	 | Velocity :(-1.1506, 0.4102) 	 | Fitness: -43.564740
